"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,138.3478,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,137.7727,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,132.8571,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,131.8261,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,135.1905,,
"CCUS","Currency exchange rates, monthly average","ISL","Iceland","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,138.7727,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,131.4283,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,116.1973,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,129.6808,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,138.4197,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,141.4153,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,132.3739,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,137.3705,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,144.4574,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,114.891,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,115.1535,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,118.5474,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,126.3362,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,128.8645,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,133.8418,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,136.7924,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,135.25,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,143.2168,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,147.0405,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,142.3759,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,134.8295,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,130.6164,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,132.7835,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,133.7217,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,133.39,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,137.4061,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,141.3155,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,141.0509,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,144.6757,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,147.6457,,
"CCUS","Currency exchange rates, monthly average","JPN","Japan","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,149.5445,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,1291.409,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,1205.253,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,1259.982,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,1340.578,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,1359.821,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,1274.954,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,1315.674,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,1312.735,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,1195.524,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,1199.07,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,1221.165,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,1234.943,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,1268.286,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,1276.718,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,1307.338,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,1319.796,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,1394.6,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,1425.667,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,1359.977,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,1293.818,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,1244.423,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,1275.16,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,1305.278,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,1322.19,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,1327.691,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,1297.141,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,1284.133,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,1321.139,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,1332.933,,
"CCUS","Currency exchange rates, monthly average","KOR","Korea","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,1350.564,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,20.06537,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,20.45224,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,19.98024,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,20.1867,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,19.64229,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,18.60845,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,17.65403,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,17.01985,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,20.45195,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,20.4118,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,20.49295,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,20.01257,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,19.97522,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,19.95293,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,20.47002,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,20.07446,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,20.01561,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,19.95526,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,19.42907,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,19.54255,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,18.94156,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,18.55387,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,18.32991,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,18.05797,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,17.70276,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,17.20137,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,16.86174,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,16.93789,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,17.25992,,
"CCUS","Currency exchange rates, monthly average","MEX","Mexico","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,17.99809,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,1.577796,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,1.478969,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,1.539469,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,1.632814,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,1.659931,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,1.588277,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,1.616984,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,1.653348,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,1.483191,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,1.497691,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,1.456023,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,1.480599,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,1.56232,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,1.575488,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,1.614011,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,1.595957,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,1.688474,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,1.756963,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,1.647868,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,1.574961,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,1.563497,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,1.590391,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,1.610942,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,1.610485,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,1.610291,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,1.630177,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,1.605275,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,1.66826,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,1.686508,,
"CCUS","Currency exchange rates, monthly average","NZL","New Zealand","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,1.69651,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,9.612915,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,8.848919,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,9.415009,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,9.994844,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,10.19289,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,10.23874,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,10.69284,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,10.48234,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,8.844981,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,8.865125,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,8.836652,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,8.896714,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,9.599669,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,9.748646,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,10.00424,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,9.706826,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,10.27347,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,10.5775,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,10.13552,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,9.86565,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,9.950573,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,10.22314,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,10.54252,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,10.49336,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2023-05","May-2023","NATUSD","National currency per US dollar","0","Units",,,10.77527,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2023-06","Jun-2023","NATUSD","National currency per US dollar","0","Units",,,10.80989,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2023-07","Jul-2023","NATUSD","National currency per US dollar","0","Units",,,10.26444,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2023-08","Aug-2023","NATUSD","National currency per US dollar","0","Units",,,10.46289,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2023-09","Sep-2023","NATUSD","National currency per US dollar","0","Units",,,10.71971,,
"CCUS","Currency exchange rates, monthly average","NOR","Norway","M","Monthly","2023-10","Oct-2023","NATUSD","National currency per US dollar","0","Units",,,11.00892,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","A","Annual","2022","2022","NATUSD","National currency per US dollar","0","Units",,,4.457747,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","Q","Quarterly","2022-Q1","Q1-2022","NATUSD","National currency per US dollar","0","Units",,,4.116788,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","Q","Quarterly","2022-Q2","Q2-2022","NATUSD","National currency per US dollar","0","Units",,,4.360176,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","Q","Quarterly","2022-Q3","Q3-2022","NATUSD","National currency per US dollar","0","Units",,,4.711801,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","Q","Quarterly","2022-Q4","Q4-2022","NATUSD","National currency per US dollar","0","Units",,,4.642222,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","Q","Quarterly","2023-Q1","Q1-2023","NATUSD","National currency per US dollar","0","Units",,,4.389338,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","Q","Quarterly","2023-Q2","Q2-2023","NATUSD","National currency per US dollar","0","Units",,,4.176505,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","Q","Quarterly","2023-Q3","Q3-2023","NATUSD","National currency per US dollar","0","Units",,,4.136244,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-01","Jan-2022","NATUSD","National currency per US dollar","0","Units",,,4.021143,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-02","Feb-2022","NATUSD","National currency per US dollar","0","Units",,,4.013855,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-03","Mar-2022","NATUSD","National currency per US dollar","0","Units",,,4.315365,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-04","Apr-2022","NATUSD","National currency per US dollar","0","Units",,,4.294933,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-05","May-2022","NATUSD","National currency per US dollar","0","Units",,,4.3965,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-06","Jun-2022","NATUSD","National currency per US dollar","0","Units",,,4.389095,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-07","Jul-2022","NATUSD","National currency per US dollar","0","Units",,,4.686724,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-08","Aug-2022","NATUSD","National currency per US dollar","0","Units",,,4.660443,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-09","Sep-2022","NATUSD","National currency per US dollar","0","Units",,,4.788236,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-10","Oct-2022","NATUSD","National currency per US dollar","0","Units",,,4.889443,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-11","Nov-2022","NATUSD","National currency per US dollar","0","Units",,,4.61485,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2022-12","Dec-2022","NATUSD","National currency per US dollar","0","Units",,,4.422373,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2023-01","Jan-2023","NATUSD","National currency per US dollar","0","Units",,,4.357527,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2023-02","Feb-2023","NATUSD","National currency per US dollar","0","Units",,,4.42683,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2023-03","Mar-2023","NATUSD","National currency per US dollar","0","Units",,,4.383657,,
"CCUS","Currency exchange rates, monthly average","POL","Poland","M","Monthly","2023-04","Apr-2023","NATUSD","National currency per US dollar","0","Units",,,4.233235,,
